zip,pws
11424,New York City (DEP)
11426,New York City (DEP)
11427,New York City (DEP)
11428,New York City (DEP)
11429,New York City (DEP)
11430,New York City (DEP)
11432,New York City (DEP)
11433,New York City (DEP)
11434,New York City (DEP)
11435,New York City (DEP)
11436,New York City (DEP)
11439,New York City (DEP)
11451,New York City (DEP)
11559,New York City (DEP)
11580,New York City (DEP)
11581,New York City (DEP)
11691,New York City (DEP)
11692,New York City (DEP)
11693,New York City (DEP)
11694,New York City (DEP)
11697,New York City (DEP)
08030,Philadelphia
08063,Philadelphia
08065,Philadelphia
08077,Philadelphia
08086,Philadelphia
08093,Philadelphia
08102,Philadelphia
08103,Philadelphia
08104,Philadelphia
08110,Philadelphia
19004,Philadelphia
19006,Philadelphia
19012,Philadelphia
19020,Philadelphia
19023,Philadelphia
19027,Philadelphia
19029,Philadelphia
19031,Philadelphia
19032,Philadelphia
19035,Philadelphia
19038,Philadelphia
19046,Philadelphia
19050,Philadelphia
19053,Philadelphia
19066,Philadelphia
19072,Philadelphia
19079,Philadelphia
19082,Philadelphia
19083,Philadelphia
19095,Philadelphia
19096,Philadelphia
19102,Philadelphia
19103,Philadelphia
19104,Philadelphia
19106,Philadelphia
19107,Philadelphia
19108,Philadelphia
19109,Philadelphia
19111,Philadelphia
19112,Philadelphia
19114,Philadelphia
19115,Philadelphia
19116,Philadelphia
19118,Philadelphia
19119,Philadelphia
19120,Philadelphia
19121,Philadelphia
19122,Philadelphia
19123,Philadelphia
19124,Philadelphia
19125,Philadelphia
19126,Philadelphia
19127,Philadelphia
19128,Philadelphia
19129,Philadelphia
19130,Philadelphia
19131,Philadelphia
19132,Philadelphia
19133,Philadelphia
19134,Philadelphia
19135,Philadelphia
19136,Philadelphia
19137,Philadelphia
19138,Philadelphia
19139,Philadelphia
19140,Philadelphia
19141,Philadelphia
19142,Philadelphia
19143,Philadelphia
19144,Philadelphia
19145,Philadelphia
19146,Philadelphia
19147,Philadelphia
19148,Philadelphia
19149,Philadelphia
19150,Philadelphia
19151,Philadelphia
19152,Philadelphia
19153,Philadelphia
19154,Philadelphia
19428,Philadelphia
19444,Philadelphia
85003,Phoenix
85004,Phoenix
85006,Phoenix
85007,Phoenix
85008,Phoenix
85009,Phoenix
85012,Phoenix
85013,Phoenix
85014,Phoenix
85015,Phoenix
85016,Phoenix
85017,Phoenix
85018,Phoenix
85019,Phoenix
85020,Phoenix
85021,Phoenix
85022,Phoenix
85023,Phoenix
85024,Phoenix
85026,Phoenix
85027,Phoenix
85028,Phoenix
85029,Phoenix
85031,Phoenix
85032,Phoenix
85033,Phoenix
85034,Phoenix
85035,Phoenix
85037,Phoenix
85040,Phoenix
85041,Phoenix
85042,Phoenix
85043,Phoenix
85044,Phoenix
85045,Phoenix
85048,Phoenix
85050,Phoenix
85051,Phoenix
85053,Phoenix
85054,Phoenix
85083,Phoenix
85085,Phoenix
85086,Phoenix
85087,Phoenix
85226,Phoenix
85251,Phoenix
85253,Phoenix
85254,Phoenix
85255,Phoenix
85257,Phoenix
85266,Phoenix
85281,Phoenix
85282,Phoenix
85283,Phoenix
85284,Phoenix
85301,Phoenix
85302,Phoenix
85304,Phoenix
85305,Phoenix
85306,Phoenix
85307,Phoenix
85308,Phoenix
85310,Phoenix
85331,Phoenix
85339,Phoenix
85340,Phoenix
85353,Phoenix
85383,Phoenix
85392,Phoenix
78015,San Antonio (SAWS)
78023,San Antonio (SAWS)
78056,San Antonio (SAWS)
78073,San Antonio (SAWS)
78109,San Antonio (SAWS)
78112,San Antonio (SAWS)
78154,San Antonio (SAWS)
78201,San Antonio (SAWS)
78202,San Antonio (SAWS)
78203,San Antonio (SAWS)
78204,San Antonio (SAWS)
78205,San Antonio (SAWS)
78207,San Antonio (SAWS)
78208,San Antonio (SAWS)
78209,San Antonio (SAWS)
78210,San Antonio (SAWS)
78211,San Antonio (SAWS)
78212,San Antonio (SAWS)
78213,San Antonio (SAWS)
78214,San Antonio (SAWS)
78215,San Antonio (SAWS)
78216,San Antonio (SAWS)
78217,San Antonio (SAWS)
78218,San Antonio (SAWS)
78219,San Antonio (SAWS)
78220,San Antonio (SAWS)
78221,San Antonio (SAWS)
78222,San Antonio (SAWS)
78223,San Antonio (SAWS)
78224,San Antonio (SAWS)
78225,San Antonio (SAWS)
78226,San Antonio (SAWS)
78227,San Antonio (SAWS)
78228,San Antonio (SAWS)
78229,San Antonio (SAWS)
78230,San Antonio (SAWS)
78231,San Antonio (SAWS)
78232,San Antonio (SAWS)
78233,San Antonio (SAWS)
78234,San Antonio (SAWS)
78235,San Antonio (SAWS)
78236,San Antonio (SAWS)
78237,San Antonio (SAWS)
78238,San Antonio (SAWS)
78239,San Antonio (SAWS)
78240,San Antonio (SAWS)
78242,San Antonio (SAWS)
78243,San Antonio (SAWS)
78244,San Antonio (SAWS)
78245,San Antonio (SAWS)
78247,San Antonio (SAWS)
78248,San Antonio (SAWS)
78249,San Antonio (SAWS)
78250,San Antonio (SAWS)
78251,San Antonio (SAWS)
78252,San Antonio (SAWS)
78253,San Antonio (SAWS)
78254,San Antonio (SAWS)
78255,San Antonio (SAWS)
78256,San Antonio (SAWS)
78257,San Antonio (SAWS)
78258,San Antonio (SAWS)
78259,San Antonio (SAWS)
78260,San Antonio (SAWS)
78261,San Antonio (SAWS)
78263,San Antonio (SAWS)
78264,San Antonio (SAWS)
78266,San Antonio (SAWS)
91902,San Diego (City of)
91911,San Diego (City of)
91914,San Diego (City of)
91915,San Diego (City of)
91932,San Diego (City of)
91942,San Diego (City of)
91945,San Diego (City of)
91950,San Diego (City of)
91977,San Diego (City of)
92014,San Diego (City of)
92025,San Diego (City of)
92027,San Diego (City of)
92029,San Diego (City of)
92037,San Diego (City of)
92064,San Diego (City of)
92065,San Diego (City of)
92067,San Diego (City of)
92071,San Diego (City of)
92075,San Diego (City of)
92091,San Diego (City of)
92092,San Diego (City of)
92093,San Diego (City of)
92101,San Diego (City of)
92102,San Diego (City of)
92103,San Diego (City of)
92104,San Diego (City of)
92105,San Diego (City of)
92106,San Diego (City of)
92107,San Diego (City of)
92108,San Diego (City of)
92109,San Diego (City of)
92110,San Diego (City of)
92111,San Diego (City of)
92113,San Diego (City of)
92114,San Diego (City of)
92115,San Diego (City of)
92116,San Diego (City of)
92117,San Diego (City of)
92118,San Diego (City of)
92119,San Diego (City of)
92120,San Diego (City of)
92121,San Diego (City of)
92122,San Diego (City of)
92123,San Diego (City of)
92124,San Diego (City of)
92126,San Diego (City of)
92127,San Diego (City of)
92128,San Diego (City of)
92129,San Diego (City of)
92130,San Diego (City of)
92131,San Diego (City of)
92132,San Diego (City of)
92134,San Diego (City of)
92135,San Diego (City of)
92136,San Diego (City of)
92139,San Diego (City of)
92140,San Diego (City of)
92145,San Diego (City of)
92147,San Diego (City of)
92154,San Diego (City of)
92155,San Diego (City of)
92161,San Diego (City of)
92173,San Diego (City of)
92182,San Diego (City of)
20011,WSSC
20012,WSSC
20016,WSSC
20017,WSSC
20018,WSSC
20019,WSSC
20020,WSSC
20032,WSSC
20147,WSSC
20165,WSSC
20176,WSSC
20601,WSSC
20603,WSSC
20607,WSSC
20608,WSSC
20613,WSSC
20616,WSSC
20623,WSSC
20637,WSSC
20639,WSSC
20646,WSSC
20678,WSSC
20695,WSSC
20705,WSSC
20706,WSSC
20707,WSSC
20708,WSSC
20710,WSSC
20711,WSSC
20712,WSSC
20715,WSSC
20716,WSSC
20720,WSSC
20721,WSSC
20722,WSSC
20723,WSSC
20724,WSSC
20735,WSSC
20736,WSSC
20737,WSSC
20740,WSSC
20742,WSSC
20743,WSSC
20744,WSSC
20745,WSSC
20746,WSSC
20747,WSSC
20748,WSSC
20754,WSSC
20759,WSSC
20762,WSSC
20769,WSSC
20770,WSSC
20771,WSSC
20772,WSSC
20774,WSSC
20776,WSSC
20777,WSSC
20781,WSSC
20782,WSSC
20783,WSSC
20784,WSSC
20785,WSSC
20812,WSSC
20814,WSSC
20815,WSSC
20816,WSSC
20817,WSSC
20818,WSSC
20832,WSSC
20833,WSSC
20837,WSSC
20838,WSSC
20839,WSSC
20841,WSSC
20842,WSSC
20850,WSSC
20851,WSSC
20852,WSSC
20853,WSSC
20854,WSSC
20855,WSSC
20860,WSSC
20861,WSSC
20862,WSSC
20866,WSSC
20868,WSSC
20871,WSSC
20872,WSSC
20874,WSSC
20876,WSSC
20877,WSSC
20878,WSSC
20879,WSSC
20880,WSSC
20882,WSSC
20886,WSSC
20889,WSSC
20892,WSSC
20894,WSSC
20895,WSSC
20896,WSSC
20899,WSSC
20901,WSSC
20902,WSSC
20903,WSSC
20904,WSSC
20905,WSSC
20906,WSSC
20910,WSSC
20912,WSSC
21029,WSSC
21035,WSSC
21036,WSSC
21054,WSSC
21113,WSSC
21114,WSSC
21710,WSSC
21737,WSSC
21754,WSSC
21770,WSSC
21771,WSSC
21797,WSSC
22066,WSSC
22101,WSSC
22102,WSSC
22307,WSSC
22308,WSSC
22309,WSSC
22314,WSSC
